


Sentence : What are they after?
The malware scans the computer for files that contain certain keywords. The list of keywords, in base64
format, is retrieved from the command and control server as a text file. For example:
These words indicate what information the attackers are after - information pertaining to homeland security
and military issues; personal documents; credentials, certificates and private keys.
Below are keywords that have been used in the recent campaigns:
|Baste64|Decoded|English translation|
|---|---|---|
|ZW1haWxz|Emails||
|YWNjb3VudHM=|Accounts||
|Yml0Y29pbg==|Bitcoin||
|Y3YuZG9j|cv.doc||
|Y3YucGRm|cv.pdf||
|TG9naW4gRGF0YQ==|Login Data||
|S2V5V29yZA==|KeyWord||
|LndhbGxldA==|.wallet||
|LnBmeA==|.pfx||
|Lm92cG4=|.ovpn||
|dXNlcnMgbmFtZSBhbmQgcGFzc3dvcmQ=|users name and password||
|dG9yLmRvYw==|tor.doc||
|cGFzc3dvcmRz|passwords||
|cGF5cGFs|paypal||
|bG9naW5zLg==|logins.||
|bG9naW5z|logins||
|aWQucGRm|id.pdf||
|aWQuanBn|id.jpg||

(C) All Rights reserved to C.S. Consultings Ltd, 2016. "ClearSky" www.clearskysec.com
Page 11 of 26
|2YXYrtin2KjYsdin2Kog|تارباخم|Intelligence|
|---|---|---|
|2YXYrdi22LEg2KfYrNiq2YXYp9i5|محضر اجتماع|meeting protocol|
|2YPZhNmF2KfYqiDZhdix2YjYsQ==|كلمات مرور|passwords|
|2YPZhNmF2KfYqiDYs9ix|كلمات سر|passwords|
|2YPZhNmF2KfYqiDYp9mE2YXYsdmI2LE=|كلمات المرور|the passwords|
|2YPZhNmF2KfYqiDYp9mE2LPYsQ==|كلمات السر|the passwords|
|2YPZhNmF2KfYqiDYp9mE2LPYsQ==|كلمات السر|the passwords|
|2YLYp9i52K/YqSDYqNmK2KfZhtin2Ko=|قاعدة بيانات|Database|
|2YjYq9mK2YLYqQ==|وثيقة|document|
|2LPZitix2Kkg2LDYp9iq2YrYqQ==|سيرة ذاتية|CV|
|2LPZitiq2Kcg|سيتا|SITA (www.sita.aero)|
|2LnYs9mD2LHZiiA=|عسكري|military|
|2KPZhdmG2Yog|أمني|defense or security related|
|2KfZhNil2YrZhdmK2YTYp9iq|اليميلت|the emails|
|2KfYs9iq2K7YqNin2LHYp9iq|استخبارات|intelligence|
|16rXldeb16DXmdeV16og16bXkdeQ15nXldeq|תוכניות צבאיות|military plans|
|16rXldeb16DXmdeV16o=|תוכניות|plans|
|16nXkScn15s=|שב"כ|Shabak (Israel Security Agency)|
|16jXkNepINeU157Xntep15zXlA==|ראש הממשלה|prime minister|
|16HXmdeh157XkNeV16o=|סיסמאות|passwords|
|16HXmdeh157XkA==|סיסמא|password|
|16HXldeTLg==|סוד|secret|
|16DXntec15nXnSDXp9eo15HXmded|נמלים קרבים|combat sea ports|
|16bXkdeQ15nXldeq|צבאיות|military related|
|16bXkdeQ15k=|צבאי|military related|
|15TXldeT16LXldeq|הודעות|messages|
|15nXl9eZ15PXlCAg157XmdeV15fXk9eq|יחידה מיוחדת|special forces unit|
|15jXmdeh15nXnQ==|טיסים|pilots|
|15HXmdeY15fXldeg15nXnQ==|ביטחונים|Defense and security related|
|15DXkdeY15fXlA==|אבטחה|security|
|157XqdeqJyfXpA==|משת"פ|collaborator (a person who cooperateswith the enemy)|
|157Xqdeo15Mg15TXpNeg15nXnQ==|משרד הפנים|ministry of internal affairs|
|157XoNeU16jXldeq|מנהרות|tunnels|
|157XoNeU16jXlA==|מנהרה|tunnel|
|157Xlicn15zXmA==|מזל"ט|drone|
|157XldeT16LXmdef|מודעין|intelligence|
|157XldeT15nXoteZ158=|מודיעין|intelligence|
|157Xldeh15Mg|מוסד|Mossad|

(C) All Rights reserved to C.S. Consultings Ltd, 2016. "ClearSky" www.clearskysec.com
Page 12 of 26
Output : 
{
    "nodes": [
        {"id": 1, "description": "The malware", "type": "EXEF"},
        {"source": 4, "target": 14, "rel_name": "contains"},
        {"source": 4, "target": 15, "rel_name": "contains"},
        {"source": 4, "target": 16, "rel_name": "contains"},
        {"source": 4, "target": 17, "rel_name": "contains"},
        {"source": 4, "target": 18, "rel_name": "contains"},
        {"source": 4, "target": 19, "rel_name": "contains"},
        {"source": 4, "target": 20, "rel_name": "contains"},
        {"source": 4, "target": 21, "rel_name": "contains"},
        {"source": 4, "target": 22, "rel_name": "contains"},
        {"source": 4, "target": 23, "rel_name": "contains"},
        {"source": 4, "target": 24, "rel_name": "contains"},
        {"source": 4, "target": 25, "rel_name": "contains"},
        {"source": 4, "target": 26, "rel_name": "contains"},
        {"source": 4, "target": 27, "rel_name": "contains"},
        {"source": 4, "target": 28, "rel_name": "contains"},
        {"source": 4, "target": 29, "rel_name": "contains"},
        {"source": 4, "target": 30, "rel_name": "contains"},
        {"source": 4, "target": 31, "rel_name": "contains"},
        {"source": 4, "target": 32, "rel_name": "contains"},
        {"source": 4, "target": 33, "rel_name": "contains"},
        {"source": 4, "target": 34, "rel_name": "contains"},
        {"source": 4, "target": 35, "rel_name": "contains"},
        {"source": 4, "target": 36, "rel_name": "contains"},
        {"source": 4, "target": 37, "rel_name": "contains"},
        {"source": 4, "target": 38, "rel_name": "contains"},
        {"source": 4, "target": 39, "rel_name": "contains"},
        {"source": 4, "target": 40, "rel_name": "contains"},
        {"source": 4, "target": 41, "rel_name": "contains"},
        {"source": 4, "target": 42, "rel_name": "contains"},
        {"source": 4, "target": 43, "rel_name": "contains"},
        {"source": 4, "target": 44, "rel_name": "contains"},
        {"source": 4, "target": 45, "rel_name": "contains"},
        {"source": 4, "target": 46, "rel_name": "contains"},
        {"source": 4, "target": 47, "rel_name": "contains"},
        {"source": 4, "target": 48, "rel_name": "contains"},
        {"source": 4, "target": 49, "rel_name": "contains"}
    ]
}
